No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
822,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J154308.40+531446.9</a>",235.785000,53.246222,G,12522.708709,0.041771,SLS,11,,38,7,5,4,,,,,1
823,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121943.96+650605.4</a>",184.933266,65.101434,G,24558.050815,0.081917,SLS,13,,62,8,4,8,,,,,1
824,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J154316.75+531349.8</a>",235.819891,53.230509,G,979.350550,0.003267,SLS,7,,53,10,6,8,,,,,1
825,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105927.41+042641.7</a>",164.864202,4.444955,G,18650.238708,0.062211,SLS,13,,57,7,4,8,,,,,1
826,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121937.30+650528.2</a>",184.905474,65.091157,G,29030.217998,0.096834,SLS,11,,53,6,3,8,,,,,1
827,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112748.29-002859.4</a>",171.951128,-0.483301,WD*,1.257284,0.000004,SLS,5,,36,8,4,4,,,,,2
828,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J163937.22+393050.4</a>",249.905091,39.514024,G,9336.064177,0.031142,SLS,20,,62,8,5,8,,,,,1
829,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J163939.60+393218.5</a>",249.915000,39.538500,G,8914.053829,0.029734,SLS,13,,28,5,3,4,,,,,1
830,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J100650.79+532613.8</a>",151.711669,53.437241,G,14233.818233,0.047479,SLS,15,,59,9,6,8,,,,,1
831,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J100643.07+532536.9</a>",151.679375,53.427000,G,13146.927571,0.043853,SLS,10,,39,7,5,4,,,,,1
832,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211721.90-355401.0</a>",319.341250,-35.900278,G,8932.915871,0.029797,SLS,3,,20,4,2,,4,,,,1
833,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">6dF J2059236-604004</a>",314.848125,-60.667694,G,16714.029118,0.055752,SLS,2,,2,2,2,,2,,,,1
834,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">6dF J0049148-181858</a>",12.312167,-18.315972,G,47786.018428,0.159397,SLS,2,,2,2,2,,1,,,,1
835,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121001.01+443938.3</a>",182.504292,44.660667,G,6846.752492,0.022838,SLS,16,,47,9,5,4,,,,,1
836,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121350.00+424508.7</a>",183.458362,42.752447,G,29709.801333,0.099101,SLS,15,,59,7,4,8,,,,,1
837,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J121343.81+424638.1</a>",183.432575,42.777259,G,33114.721156,0.110459,SLS,6,,41,5,4,8,,,,,1
838,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090838.75+305321.7</a>",137.161500,30.889397,G,18865.237868,0.062928,SLS,14,,57,7,4,8,,,,,1
839,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113702.52+122733.5</a>",174.260530,12.459320,G,35158.445315,0.117276,SLS,15,,59,7,4,8,2,,,,1
840,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140729.84+124406.4</a>",211.874234,12.735181,G,6885.633175,0.022968,SLS,21,,59,10,7,8,,,,,3
841,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140721.04+124140.5</a>",211.837707,12.694565,G,41819.441003,0.139495,SLS,15,,59,7,4,8,,,,,1
842,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151102.45+392754.8</a>",227.760185,39.465236,QSO,166678.131131,0.555978,SLS,27,,54,9,12,8,,,1,,1
843,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SFCG 091</a>",161.079000,2.804011,GGroup,6417.930000,0.021408,SST,5,,1,4,5,,,,,,
844,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104417.85+024805.2</a>",161.074424,2.801420,G,6571.450679,0.021920,IFO,6,,45,6,2,4,,,,,
845,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">FAIRALL 1284</a>",72.430833,-73.082083,G,8285.064639,0.027636,UUN,2,,24,5,2,,,,,,
846,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150730.67+285050.4</a>",226.877798,28.847343,VisS,454185.573870,1.515000,PUN,7,,31,6,1,4,,,,,
847,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEX J134717.92-302158.54</a>",206.824060,-30.366257,G,,,,4,,26,4,,,,,,,
848,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J134723.62-302701.5</a>",206.847410,-30.449865,G,,,,3,,21,4,,,,,,,
849,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134727.35-302218.3</a>",206.863750,-30.371721,G,,,,2,,33,6,,,,,,,
850,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155438.34+300728.1</a>",238.659789,30.124427,G,24037.659075,0.080181,SLS,15,,59,7,5,8,,,,,1
851,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155059.68+340724.1</a>",237.748738,34.123361,G,34349.710190,0.114578,SLS,14,,53,6,5,8,,,,,1
852,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133321.49+110608.5</a>",203.339543,11.102304,G,43219.993421,0.144166,SLS,7,,53,6,5,8,,,,,1
853,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161320.24+083141.5</a>",243.334375,8.528333,G,18812.393451,0.062751,SLS,12,,42,7,4,4,,,,,1
854,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J092802.49+263057.0</a>",142.010375,26.515861,G,12653.036285,0.042206,SLS,17,,22,5,5,4,,,,,1
855,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102346.27+332450.7</a>",155.942784,33.414087,G,34626.505569,0.115502,SLS,17,,59,7,4,8,,,,,1
856,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090838.97+305241.9</a>",137.162417,30.878250,G,19140.360404,0.063845,SLS,14,,38,6,4,4,,,,,1
857,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J094433.12+283200.6</a>",146.138001,28.533524,G,15773.051344,0.052613,SLS,15,,38,6,5,8,,,,,2
858,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J094734.35+302445.7</a>",146.893125,30.412722,G,6690.839428,0.022318,SLS,12,,26,6,4,4,,,,,1
859,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J081959.56+210316.0</a>",124.998199,21.054531,G,27323.351437,0.091141,SLS,14,,69,8,4,8,,,,,1
860,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J094430.81+283225.1</a>",146.128685,28.540360,G,29367.886535,0.097961,SLS,13,,53,6,3,8,,,,,1
861,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102344.95+332450.6</a>",155.937289,33.414060,G,34688.790450,0.115709,SLS,17,,55,6,4,8,,,,,1
862,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102230.25+363527.6</a>",155.625974,36.590923,G,32033.554132,0.106852,SLS,15,,54,6,4,8,2,,,,1
863,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">KUG 0944+306B NED02</a>",146.882542,30.398417,G,5130.814511,0.017115,SLS,18,,27,8,5,4,,,,,2
864,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130657.73+400115.8</a>",196.740627,40.021047,G,22389.380954,0.074683,SLS,14,,59,7,4,8,,,,,1
865,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111800.80+303226.1</a>",169.503450,30.540564,G,7411.124385,0.024721,SLS,16,,61,8,5,8,,,,,1
866,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J143703.67+121034.7</a>",219.265287,12.176335,QSO,56657.249003,0.188988,SLS,13,,59,8,7,8,1,,,,1
867,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130003.50+332336.0</a>",195.014599,33.393367,QSO,275628.268520,0.919397,SLS,29,,51,10,12,8,,,,,1
868,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102807.27+311346.6</a>",157.030332,31.229623,QSO,72283.025503,0.241110,SLS,9,,53,7,4,8,1,,,,1
869,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[SKV2002] Dw2:[CGB2006] b</a>",176.213208,19.788194,PofG,7221.101116,0.024087,UUN,2,,2,2,2,,,,,,
870,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS-C4 3054</a>",139.893600,55.583900,GClstr,14390.037984,0.048000,SST,7,,1,4,4,,,,,,
871,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS-C4 3294</a>",151.712100,53.454800,GClstr,13697.517436,0.045690,SST,2,,,1,1,,,,,,
872,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235112.62+203434.4</a>",357.802333,20.576189,G,24117.103297,0.080446,UUN,2,,22,5,2,,,,,,
873,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEX J134726.45-302545.78</a>",206.860208,-30.429383,VisS,,,,2,,7,2,,,,,,,
874,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEX J134717.81-301958.85</a>",206.824208,-30.333014,VisS,,,,2,,8,3,,,,,,,
875,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEX 2413228049348700293</a>",168.661990,-0.853890,VisS,,,,2,,14,4,,,,,,,
876,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEX 2692776578608270504</a>",56.423270,-12.303000,VisS,,,,3,,10,3,,,,,,,
877,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205932.59-603855.9</a>",314.886120,-60.648760,VisS,,,,2,,28,5,,,,,,,
878,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104712.80-022037.3</a>",161.803323,-2.343720,*,1161695.774750,3.875000,PUN,3,,28,5,1,4,,,,,
879,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J083851.74+012301.3</a>",129.715595,1.383563,*,,,,1,,27,5,,4,,,,,
880,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J113854.34+033436.6</a>",174.726446,3.576837,G,,,,1,,21,3,,4,1,,,,
881,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J113855.65+033503.4</a>",174.731884,3.584280,*,,,,1,,11,3,,4,1,,,,
882,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105929.30+042705.1</a>",164.872154,4.451463,G,,,,1,,37,5,,4,,,,,
883,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133931.13+043047.6</a>",204.879723,4.513217,G,,,,2,,33,4,,4,,,,,
884,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133932.17+043029.0</a>",204.884158,4.508039,G,,,,1,,33,4,,4,,,,,
885,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152350.43+024021.2</a>",230.960154,2.672565,G,33817.674511,0.112804,SLS,16,,39,6,3,4,,1,,,
886,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152157.46+033321.6</a>",230.489369,3.556065,G,23983.396640,0.080000,PUN,3,,37,6,1,4,,,,,
887,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J153107.20+035017.2</a>",232.779976,3.838086,G,,,,1,,33,4,,4,,,,,
888,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J153107.93+034938.9</a>",232.783054,3.827492,G,,,,1,,21,3,,4,,,,,
889,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131345.42+065835.8</a>",198.439569,6.976781,G,,,,1,,33,4,,4,,,,,
890,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J135526.12+063358.7</a>",208.858813,6.566282,G,25037.508893,0.083516,SLS,15,,38,7,3,4,,,,,
891,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140214.13+074137.1</a>",210.558879,7.693654,G,,,,1,,21,3,,4,,,,,
892,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J143851.68+090248.9</a>",219.715340,9.046963,G,9218.870809,0.030751,SLS,16,,35,5,5,4,,,,,1
893,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J143847.47+090149.7</a>",219.697811,9.030496,G,,,,1,,17,2,,4,1,,,,
894,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133316.27+110433.5</a>",203.317724,11.076077,G,,,,1,,33,4,,4,,,,,
895,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150505.82+084301.6</a>",226.274072,8.716892,G,22165.846104,0.073937,SLS,12,,43,7,6,4,,,,,1
896,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150505.01+084354.7</a>",226.270924,8.731886,G,,,,1,,37,5,,4,,,,,
897,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150508.62+084429.7</a>",226.285985,8.741627,G,,,,1,,37,5,,4,,,,,
898,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113703.71+122729.3</a>",174.265432,12.458148,G,,,,1,,33,4,,4,1,,,,
899,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131928.77+140518.2</a>",199.869875,14.088321,G,,,,2,,42,7,,4,,,,,
900,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J131938.29+140454.0</a>",199.909560,14.081668,G,,,,1,,25,4,,4,,,,,
901,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140725.30+124316.4</a>",211.855550,12.721280,G,,,,1,,38,5,,4,,,,,
902,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161306.59+083356.1</a>",243.277587,8.565738,G,,,,1,,37,5,,4,,,,,
903,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J095937.19+134142.9</a>",149.905052,13.695246,*,,,,1,,29,5,,4,,,,,
904,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J095936.87+134240.7</a>",149.903635,13.711307,G,15131.235264,0.050472,SLS,13,,39,6,3,4,,,,,
905,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J095938.80+134237.1</a>",149.911828,13.710507,G,,,,3,,33,4,,4,,,,,
906,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J110108.02+164404.6</a>",165.283432,16.734620,G,,,,1,,21,3,,4,,,,,
907,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131418.61+171449.5</a>",198.577478,17.247155,G,,,,1,,33,4,,4,,,,,
908,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J110107.66+164608.8</a>",165.281939,16.769187,*,,,,1,,29,5,,4,,,,,
909,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J110109.61+164508.7</a>",165.290175,16.752237,G,,,,1,,33,4,,4,,,,,
910,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J124115.24+181814.5</a>",190.313335,18.304177,G,,,,1,,33,4,,4,,,,,
911,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101258.40+170328.3</a>",153.243411,17.057843,G,19581.708865,0.065318,SLS,14,,29,4,3,4,,,,,
912,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J093207.63+155953.5</a>",143.031685,15.998121,G,12031.143812,0.040132,SLS,16,,33,7,5,4,,,,,
913,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J093210.94+155919.3</a>",143.045601,15.988789,G,,,,4,,33,4,,4,,,,,
914,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J093203.95+160049.1</a>",143.016499,16.013753,G,12090.093203,0.040328,SLS,11,,33,5,3,4,,,,,
915,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134527.89+181203.8</a>",206.366240,18.201087,QSO,150517.321027,0.502072,SLS,19,,30,8,6,4,,,,,
916,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134533.82+181350.5</a>",206.390943,18.230730,G,24568.374168,0.081951,SLS,6,,39,6,3,4,,,,,
917,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J153309.26+125213.9</a>",233.288641,12.870723,G,-160.448102,-0.000535,SLS,3,,33,5,1,4,,,,,
918,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J153310.97+125247.5</a>",233.295801,12.879862,G,15720.025253,0.052436,SLS,12,,39,6,3,4,,,,,
919,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J153312.00+125244.0</a>",233.300026,12.878903,G,,,,1,,21,3,,4,,,,,
920,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123339.15+195243.4</a>",188.413169,19.878715,G,22138.544604,0.073846,SLS,16,,37,6,3,4,,,,,
921,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123344.49+195155.0</a>",188.435171,19.865208,G,,,,1,,37,5,,4,,,,,
922,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121743.08+204430.5</a>",184.429532,20.741846,G,,,,1,,39,5,,4,,,,,
923,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115342.23+211222.5</a>",178.425892,21.206332,G,44092.359495,0.147076,SLS,5,,33,5,3,4,,,,,
924,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J113636.46+214040.8</a>",174.151950,21.678036,G,19069.159695,0.063608,SLS,7,,17,3,3,4,1,,,,
925,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115644.41+223014.7</a>",179.185039,22.504081,G,,,,1,,39,5,,4,,,,,
926,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115646.79+222952.3</a>",179.194916,22.497933,G,,,,1,,33,4,,4,,,,,
927,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134926.67+214132.6</a>",207.361184,21.692405,QSO,192127.734737,0.640869,SLS,18,,23,9,9,4,,,,,
928,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134919.24+214059.7</a>",207.330223,21.683206,G,,,,1,,33,4,,4,,,,,
929,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115618.49+252315.2</a>",179.077068,25.387552,QSO,310194.626728,1.034698,SLS,21,,25,8,12,4,,,,,1
930,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J115612.87+252238.8</a>",179.053657,25.377453,G,,,,1,,21,3,,4,,,,,
931,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J141254.21+232015.2</a>",213.225912,23.337521,G,17893.127845,0.059685,SLS,7,,33,5,3,4,,,,,
932,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J141255.05+232011.0</a>",213.229381,23.336396,G,,,,1,,21,3,,4,,,,,
933,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104023.63+241305.8</a>",160.098536,24.218287,G,33324.851685,0.111160,SLS,17,,35,5,5,4,,,,,1
934,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104025.33+241344.0</a>",160.105484,24.228927,G,13027.458178,0.043455,SLS,13,,29,4,3,4,,,,,
935,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J083449.43+154751.7</a>",128.705970,15.797726,G,69572.745790,0.232070,SLS,7,,43,8,6,4,,,,,1
936,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J083438.91+154546.6</a>",128.662038,15.762943,G,31777.248069,0.105997,SLS,13,,33,5,5,4,,,,,1
937,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J083444.12+154727.6</a>",128.683829,15.790994,G,31757.452773,0.105931,SLS,15,,43,7,5,4,,,,,1
938,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J14504410+2145159</a>",222.683644,21.754460,G,,,,1,,26,4,,4,,,,,
939,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J145047.52+214520.1</a>",222.698096,21.755542,G,,,,1,,33,4,,4,,,,,
940,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140442.93+241109.3</a>",211.178883,24.185925,G,,,,1,,25,4,,4,,,,,
941,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140353.30+262200.5</a>",210.972024,26.366755,G,,,,1,,33,4,,4,,,,,
942,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J142040.85+265130.9</a>",215.170235,26.858586,G,,,,1,,21,3,,4,,,,,
943,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142035.67+265159.4</a>",215.148940,26.866712,G,,,,1,,33,4,,4,,,,,
944,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J162316.57+154812.1</a>",245.819070,15.803311,G,10031.409400,0.033461,SLS,14,,29,5,5,4,,,,,1
945,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111807.72+303112.7</a>",169.532228,30.520314,G,,,,1,,33,4,,4,,,,,
946,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155327.95+205804.9</a>",238.366354,20.968117,G,5562.704520,0.018555,SLS,14,,37,7,6,4,,,,,1
947,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J130013.02+332603.8</a>",195.054291,33.434407,*,,,,1,,15,4,,4,,,,,
948,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134727.16+323019.8</a>",206.863154,32.505461,G,,,,1,,39,5,,4,,,,,
949,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J102804.96+311149.7</a>",157.020676,31.197156,G,,,,1,,21,3,,4,,,,,
950,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151235.22+263339.9</a>",228.146818,26.561052,*,,,,1,,28,5,,4,,,,,
951,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151245.01+263449.5</a>",228.187533,26.580373,G,10007.863700,0.033383,SLS,10,,33,6,4,4,,,,,
952,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J133442.75+335410.0</a>",203.678165,33.902802,G,,,,1,,21,3,,4,,,,,
953,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J124505.63+353951.5</a>",191.273257,35.664249,G,,,,1,,33,4,,4,,,,,
954,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J082005.21+210432.6</a>",125.021748,21.075689,*,,,,1,,39,6,,4,,,,,
955,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J150733.88+284940.4</a>",226.891205,28.827900,*,,,,1,,11,3,,4,,,,,
956,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J133151.37+372754.7</a>",202.964128,37.465301,*,386.296103,0.001289,SLS,2,,11,5,1,4,,,,,
957,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133155.57+372806.3</a>",202.981271,37.468378,G,,,,1,,33,4,,4,,,,,
958,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122917.10+385716.4</a>",187.321289,38.954499,G,,,,1,,33,4,,4,,,,,
959,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122917.74+385648.9</a>",187.323912,38.946983,G,,,,1,,33,4,,4,,,,,
960,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J074149.96+164945.7</a>",115.458184,16.829372,*,,,,1,,11,3,,4,,,,,
