No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
410,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113640.26+214200.4</a>",174.167798,21.700181,G,18935.973898,0.063164,SLS,12,,33,5,3,4,,,,,
411,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115353.42+211418.9</a>",178.472623,21.238675,G,,,,1,,25,4,,3,,,,,
412,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122108.08+492835.1</a>",185.283500,49.476472,G,13575.471896,0.045283,SLS,13,,42,7,4,4,,,,,1
413,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111155.80+292558.8</a>",167.982511,29.433126,G,,,,1,,33,4,,4,,,,,
414,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J13071159+1339333</a>",196.798506,13.659229,G,8142.962744,0.027162,UUN,10,,37,8,5,6,,,,1,3
415,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J132957.92+092438.8</a>",202.491221,9.410935,G,24285.393772,0.081007,SLS,7,,44,6,2,6,1,,,1,
416,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J14035848+2623371</a>",210.993407,26.393534,G,26678.554821,0.088990,SLS,18,,36,6,7,6,,,,1,1
417,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122120.92+492752.5</a>",185.337182,49.464551,G,12149.906894,0.040528,SLS,14,,57,8,4,8,,,,,1
418,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J132958.64+092412.4</a>",202.494339,9.403441,G,24504.477903,0.081738,SLS,16,,48,7,7,6,1,,,1,1
419,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134530.74+181418.5</a>",206.378179,18.238551,G,,,,4,,39,5,,4,,,,,
420,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J132956.62+092635.9</a>",202.485926,9.443296,G,6603.781797,0.022028,SLS,20,,48,8,7,6,,,,1,1
421,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113146.59+152321.1</a>",172.944125,15.389222,G,20646.268885,0.068869,SLS,14,,44,7,4,4,,,,1,1
422,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121509.53+411608.5</a>",183.789669,41.268964,G,11317.910873,0.037752,SLS,14,,59,7,4,8,,,,,1
423,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J120835.65+410520.6</a>",182.148425,41.089136,G,28813.128086,0.096110,SLS,14,,64,8,5,10,,,,1,1
424,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140448.73+241052.0</a>",211.203027,24.181141,G,18734.430923,0.062491,SLS,18,,52,10,7,6,,,,1,1
425,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131307.47+124101.4</a>",198.281173,12.683803,G,9011.591305,0.030059,SLS,14,,53,6,4,8,,,,,1
426,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133318.10+110517.0</a>",203.325511,11.088114,G,27156.030072,0.090583,SLS,15,,49,5,4,8,,,,,1
427,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111200.53+292421.4</a>",168.002137,29.405932,G,14499.411266,0.048365,SLS,13,,48,6,5,6,,,,1,1
428,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J120841.42+410433.7</a>",182.172625,41.076045,G,30022.927060,0.100146,SLS,14,,58,7,4,8,,,,,1
429,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J120843.74+410608.9</a>",182.182425,41.102378,G,30508.253576,0.101765,SLS,18,,68,7,4,10,,,,1,1
430,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130726.37+133829.0</a>",196.859893,13.641471,G,18939.511449,0.063175,SLS,15,,53,6,4,8,,,,,1
431,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111759.75+303253.5</a>",169.498982,30.548206,G,18101.950081,0.060382,SLS,15,,53,6,4,8,,,,,1
432,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J13072097+1337438</a>",196.837520,13.629019,G,29909.508078,0.099767,SLS,18,,52,6,6,10,,,,1,1
433,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122111.03+492727.7</a>",185.296090,49.457711,G,,,,1,,33,4,,4,,,,,
434,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131307.25+123940.6</a>",198.280140,12.661238,G,53499.130323,0.178454,SLS,15,,68,7,3,10,,,,1,1
435,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121509.98+411718.3</a>",183.791674,41.288466,G,29662.185296,0.098942,SLS,14,,57,7,4,8,,,,,1
436,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140445.28+241134.2</a>",211.188732,24.192860,G,18479.194220,0.061640,SLS,16,,43,9,5,4,,,,,1
437,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140356.06+262220.2</a>",210.983591,26.372257,G,,,,4,,48,5,,6,,,,1,
438,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J14035393+2621361</a>",210.974594,26.359987,G,26558.823709,0.088591,SLS,14,,32,4,5,6,,,,1,1
439,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111204.77+292405.6</a>",168.019835,29.401582,G,10141.629896,0.033829,SLS,17,,36,7,7,4,,,,,2
440,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J132957.12+092548.2</a>",202.487988,9.430021,G,,,,4,,18,4,,,,,,,
441,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131933.89+140630.4</a>",199.891208,14.108444,G,18882.156355,0.062984,SLS,13,,42,7,4,4,,,,,1
442,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115643.79+222954.6</a>",179.182459,22.498512,G,26792.263102,0.089369,SLS,11,,33,5,3,4,,,,,
443,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130712.74+133848.3</a>",196.803108,13.646750,G,29956.626459,0.099925,SLS,7,,53,7,5,8,,,,,1
444,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122120.81+492635.5</a>",185.336745,49.443281,G,16529.691533,0.055137,SLS,12,,57,7,4,8,,,,,1
445,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134529.74+181320.8</a>",206.373925,18.222465,G,35704.832059,0.119099,SLS,16,,47,7,5,6,,,,1,
446,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134923.40+214151.4</a>",207.347550,21.697667,G,,,,2,,33,4,,4,,,,,
447,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J115646.04+223009.3</a>",179.191640,22.502108,G,,,,1,,6,3,,,,,,,
448,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140452.17+241020.2</a>",211.217568,24.172380,G,,,,1,,37,5,,4,,,,,
449,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">KUG 1750+683A</a>",267.461375,68.385917,G,15259.436442,0.050900,SUN,26,1,37,7,5,2,2,,1,2,
450,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">UGC 03061 NED02</a>",67.543875,6.934389,G,,,,3,,18,4,,,,,,,
451,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">UGC 03061 NED01</a>",67.540875,6.945389,G,,,,3,,18,4,,,,,,,
452,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">UGC 03061 NED03</a>",67.545500,6.943833,G,4365.877566,0.014563,UUN,2,,41,7,1,2,,,,1,
453,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">UGC 03061 NED04</a>",67.548458,6.937833,G,,,,3,1,25,5,,,,,,,
454,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090102.13+452919.4</a>",135.258892,45.488677,G,15733.545293,0.052481,SLS,17,,61,8,4,8,,,,,
455,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113701.12+122725.4</a>",174.254735,12.457116,G,36410.693401,0.121453,PUN,3,,44,5,1,6,2,,,1,
456,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113659.24+122653.7</a>",174.246792,12.448278,G,35566.315952,0.118636,SLS,17,,52,7,4,6,1,,,1,1
457,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J14261278+2941419</a>",216.553271,29.694942,G,17632.653768,0.058816,SLS,21,,36,6,8,6,,,,1,1
458,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J13025566+0532261</a>",195.732000,5.540628,G,21163.427664,0.070594,SLS,25,,57,7,6,10,,,1,1,1
459,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142034.28+265038.1</a>",215.142832,26.843852,G,21481.865414,0.071656,SLS,16,,43,5,5,6,,,,1,1
460,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121009.14+444039.4</a>",182.538125,44.677417,G,20929.075103,0.069812,SLS,16,,34,6,5,4,,,,,1
461,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142608.56+294336.1</a>",216.535667,29.726722,G,17752.543770,0.059216,SLS,20,,22,7,7,,,,,,1
462,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142200.58+285150.3</a>",215.502500,28.863972,G,8863.695891,0.029566,SLS,14,,18,7,7,,,,,,2
463,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142159.99+285209.3</a>",215.500104,28.868781,G,,,,3,,14,3,,,,,,,
464,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J141251.72+231956.1</a>",213.215594,23.332216,G,,,,2,,33,4,,4,,,,,
465,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142610.85+294443.1</a>",216.545125,29.745528,G,17490.512570,0.058342,SLS,12,,22,6,5,,,,,,1
466,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140723.69+124232.3</a>",211.848689,12.709070,G,41896.178879,0.139751,SLS,14,,53,6,4,8,,,,,1
467,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J142611.69+294252.2</a>",216.548750,29.714528,G,25975.258203,0.086644,SLS,10,,10,5,5,,1,,,,1
468,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J130844.13+285259.6</a>",197.183877,28.883228,G,79145.208612,0.264000,SUN,3,,15,4,2,4,,,,,
469,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J224029.74-382117.9</a>",340.123756,-38.355079,G,,,,1,,19,4,,,,,,,
470,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J231638.58-413901.1</a>",349.161147,-41.650338,G,,,,1,,19,4,,,,,,,
471,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">MCG +06-35-007</a>",237.740942,34.101927,G,15581.966629,0.051976,SLS,23,,64,7,6,11,1,,,1,1
472,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WBL 178</a>",125.004206,21.075107,GGroup,4784.687780,0.015960,SUN,3,,,2,4,,,,,,
473,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J14365832+1210049</a>",219.242908,12.167877,G,16488.801041,0.055001,SLS,22,,56,8,7,10,,,,1,1
474,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115350.99+510152.3</a>",178.462425,51.031179,G,23534.424457,0.078502,SLS,18,,68,11,9,10,,,,1,1
475,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111339.15+392007.6</a>",168.413110,39.335439,G,32145.144380,0.107225,SLS,17,,68,8,6,10,,,,1,1
476,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J145053.08+214449.3</a>",222.721204,21.747078,G,17879.524463,0.059640,SLS,16,,48,7,6,6,,,,1,1
477,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J145056.18+214412.6</a>",222.734116,21.736973,G,21028.456303,0.070143,SLS,20,,48,7,7,6,,,,1,1
478,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140644.44+471602.1</a>",211.685083,47.267222,G,17946.038216,0.059862,SLS,18,,49,7,6,6,1,,,1,1
479,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112207.98+424758.5</a>",170.533290,42.799641,G,21477.000000,0.071640,SUN,17,,58,8,6,8,,,,,1
480,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112207.29+424729.9</a>",170.530530,42.791578,G,21481.000000,0.071653,SUN,18,,57,8,6,8,,,,,1
481,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112243.21+465117.9</a>",170.680033,46.854957,G,15904.850301,0.053053,SLS,16,,53,6,4,8,,,,,1
482,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J124134.72+524838.5</a>",190.394581,52.810824,G,16370.664825,0.054607,SLS,17,,54,6,4,8,,,,,1
483,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115348.37+510042.7</a>",178.451580,51.011839,G,19520.982905,0.065115,SLS,16,,68,7,4,10,,,,1,1
484,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J143855.36+090318.5</a>",219.730818,9.055276,G,25827.713846,0.086152,SLS,17,,34,5,5,4,,,,,1
485,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111349.33+392046.7</a>",168.455508,39.346403,G,22718.535085,0.075781,SLS,16,,53,6,4,8,,,,,1
486,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111342.85+392001.1</a>",168.428501,39.333657,G,,,,1,,18,4,,,,,,,
487,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J124128.66+524845.9</a>",190.369417,52.812833,G,16254.203849,0.054218,SLS,13,,39,6,4,4,,,,,1
488,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J135517.41+063343.2</a>",208.822550,6.562022,G,24974.399583,0.083306,SLS,20,,48,8,8,6,,,,1,1
489,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J13552103+0633244</a>",208.837644,6.556448,G,25251.620667,0.084230,SLS,20,,34,6,7,6,,,,1,1
490,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140224.18+074110.9</a>",210.601032,7.686374,G,40988.407316,0.136723,SLS,18,,48,7,5,6,,,,1,
491,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112242.77+465232.6</a>",170.678250,46.875719,G,,,,4,,35,4,,4,,,,,
492,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J112241.59+465230.3</a>",170.673292,46.875111,G,16163.276197,0.053915,SLS,15,,22,4,4,4,,,,,1
493,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112245.88+465326.7</a>",170.691167,46.890694,G,16054.756423,0.053553,SLS,13,,38,6,4,4,,,,,1
494,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140643.79+471630.0</a>",211.682657,47.274778,G,,,,1,,18,4,,,,,,,
495,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J135523.09+063254.1</a>",208.846193,6.548330,G,,,,1,,33,4,,4,,,,,
496,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005735.95-354545.4</a>",14.399833,-35.762528,G,,,,1,,29,7,,,,,,1,
497,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010712.66-325008.4</a>",16.802667,-32.835750,G,19276.655049,0.064300,SUN,2,,19,5,2,,,,,,1
498,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005737.49-354555.0</a>",14.406292,-35.765222,G,37743.870462,0.125900,SUN,3,,38,8,2,2,,,,1,1
499,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010716.26-325033.6</a>",16.817708,-32.842972,G,19126.758820,0.063800,SUN,2,,19,5,2,,,,,,1
500,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001840.64-355717.5</a>",4.669185,-35.954835,G,,,,1,,23,5,,,,,,,
501,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005734.58-354419.6</a>",14.394125,-35.738666,G,,,,1,,23,5,,,,,,,
502,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005741.26-354548.3</a>",14.421986,-35.763255,G,,,,1,,23,5,,,,,,,
503,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113526.30+545734.8</a>",173.859674,54.959718,G,16245.217870,0.054188,SLS,24,,68,9,7,10,,,,1,1
504,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113519.39+545700.6</a>",173.830402,54.950292,G,18151.756700,0.060548,SLS,16,,53,6,4,8,,,,,1
505,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113524.83+545748.6</a>",173.853418,54.963453,G,16641.314458,0.055509,SLS,16,,63,7,5,10,,,,1,1
506,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J113531.35+545850.2</a>",173.880593,54.981236,G,,,,3,,10,4,,,3,,,,
507,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J151237.21+263435.6</a>",228.155060,26.576569,G,9862.904453,0.032899,SLS,14,,2,4,4,,3,,,,
508,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J10515981+4535353</a>",162.999117,45.593133,G,39183.428877,0.130702,SLS,16,,56,6,4,10,,,,1,1
509,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102804.96+311349.5</a>",157.020517,31.230144,G,,,,2,,18,4,,,1,,,,
510,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151240.75+263429.6</a>",228.169726,26.574981,G,,,,2,,33,4,,4,,,,,
511,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102808.30+311224.7</a>",157.034708,31.206944,G,13466.055444,0.044918,SLS,15,,39,8,5,4,,,,,2
512,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150738.36+284850.7</a>",226.910000,28.814139,G,17578.018991,0.058634,SLS,18,,33,6,4,2,,,1,1,
513,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105157.26+453627.3</a>",162.988583,45.607639,G,39334.931993,0.131207,SLS,14,,38,6,4,4,,,,,1
514,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105202.10+453526.2</a>",163.008698,45.590758,G,,,,1,,33,4,,4,,,,,
515,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150725.68+285050.6</a>",226.857083,28.847389,G,17414.944275,0.058090,UUN,3,,19,4,3,,,,,,
516,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150501.76+084234.2</a>",226.257406,8.709440,G,22167.720107,0.073944,SLS,17,,52,8,7,6,,,,1,1
517,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131155.70+594947.8</a>",197.982159,59.829957,G,23063.585412,0.076932,SLS,11,,59,7,4,8,,,,,1
518,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131206.90+594955.7</a>",198.028971,59.832133,G,23020.133493,0.076787,SLS,12,,53,6,4,8,,,,,1
519,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J015839.68-334520.4</a>",29.665353,-33.756031,G,,,,1,,19,4,,,,,,,
520,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J015838.25-334624.9</a>",29.659417,-33.773861,G,47185.536233,0.157394,SUN,2,,25,6,3,,,,,,1
521,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J015844.77-334526.4</a>",29.686583,-33.757639,G,18768.207850,0.062604,SUN,2,,25,6,3,,,,,,1
522,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032057.51-335424.6</a>",50.239861,-33.906677,G,,,,1,,19,4,,,,,,,
523,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030009.22-362252.0</a>",45.038165,-36.381165,G,,,,1,,19,4,,,,,,,
524,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J031015.21-350106.6</a>",47.563407,-35.018554,G,,,,1,,19,4,,,,,,,
525,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032100.30-335412.6</a>",50.251417,-33.903611,G,17028.211614,0.056800,SUN,2,,19,5,2,,,,,,1
526,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032053.40-335337.2</a>",50.222583,-33.893556,G,21195.326781,0.070700,SUN,2,,19,5,2,,,,,,1
527,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J040611.63-365613.8</a>",61.548625,-36.937389,G,15839.234726,0.052834,PUN,3,,34,7,1,2,,,,1,
528,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J040606.49-365632.7</a>",61.527083,-36.942222,G,,,,1,,34,6,,2,,,,1,
529,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033507.75-332859.6</a>",53.782432,-33.483400,G,,,,2,,29,7,,,,,,,
530,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J040609.82-365525.3</a>",61.540647,-36.923857,G,,,,1,,19,4,,,,,,,
531,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033521.57-332831.6</a>",53.839700,-33.475763,G,,,,2,,23,6,,,,,,,
532,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J045328.25-361533.4</a>",73.367512,-36.259536,G,,,,1,,19,4,,,,,,,
533,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J045322.73-361448.9</a>",73.344666,-36.247096,G,,,,1,,19,4,,,,,,,
534,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211726.73-355533.6</a>",319.361317,-35.925922,G,,,,1,,19,4,,,,,,,
535,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211725.38-355504.4</a>",319.355711,-35.918079,G,,,,1,,19,4,,,,,,,
536,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211723.88-355519.2</a>",319.349539,-35.922154,G,,,,1,,19,4,,,,,,,
537,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J224313.70-343644.2</a>",340.807042,-34.612417,G,20955.492814,0.069900,SUN,2,,25,6,2,,,,,,1
538,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J224314.36-343718.3</a>",340.809875,-34.621750,G,20655.700356,0.068900,SUN,3,,34,8,4,2,,,,1,1
539,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J224309.21-343810.9</a>",340.788417,-34.636278,G,20685.679602,0.069000,SUN,2,,19,5,2,,,,,,1
540,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232933.49-322655.4</a>",352.389458,-32.448417,G,37384.119513,0.124700,SUN,4,,38,9,4,2,,,,1,1
541,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232929.43-322430.4</a>",352.372667,-32.408806,G,37653.932725,0.125600,SUN,2,,28,7,2,,,,,,1
542,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232928.22-322651.4</a>",352.367625,-32.447694,G,37234.223284,0.124200,SUN,2,,38,8,2,2,,,,1,1
543,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232929.14-322538.5</a>",352.371458,-32.427833,G,37204.244038,0.124100,SUN,2,,23,6,2,,,,,,1
544,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133929.72+043040.9</a>",204.873826,4.511379,G,6883.244129,0.022960,SLS,23,,71,12,8,8,,,,,1
545,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115357.51+510252.3</a>",178.489479,51.047888,G,37869.963170,0.126321,SLS,19,,69,9,6,10,,,,1,1
